route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
20,28439597,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHDF28_ST6_28_ET2024,0,SEM_20_3,0,0
25,28824354,"Le Gua, Les Saillants",12345-MAHLV29_ST0_29_ET2024,0,SEM_25_1,0,0
21,29007655,"Seyssins, Le Prisme",123456*-MFELV29_ST0_29_ET2024,1,SEM_21_2,0,0
5,28566988,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
B,29042288,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
47,29006703,"Claix, Val d'Allières",123456*-MFELV29_ST0_29_ET2024,0,SEM_47_1,0,0
46,29058574,"Varces-Allières-et-Risset, Rond-Point de l'Europe",1234567-MFES33_ST5_33_ET2024,1,SEM_46_6,0,0
14,28493631,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_14_1,0,0
82,28642016,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,,0,0
83,29111646,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
4,29147032,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
82,28637627,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
83,29046837,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
55,29006862,"Saint-Martin-le-Vinoux, Col de Clémencières",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_55_2,0,0
3,29148370,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,0,SEM_C3_1,0,0
2,29132855,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
1,28833176,"Meylan, Maupertuis",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_2,0,0
82,28641972,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
54,29006808,"Grenoble, Oxford",12345-MFELV29_ST0_29_ET2024,0,SEM_54_1,0,0
83,29111537,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
6,28567292,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
15,28980520,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_11,0,0
82,28642046,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
25,28824499,"Le Gua, Les Saillants",1234567-MAHS28_ST5_28_ET2024,0,SEM_25_1,0,0
68,29007003,"Échirolles, La Rampe - Centre-Ville",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_68_1,0,0
1,28833190,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_6,0,0
70,29058747,"Champ-sur-Drac, La Melle",1234567-MFES33_ST5_33_ET2024,1,,0,0
5,28567008,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
84,29041301,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
20,28467538,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSELVE30_ST0_30_ET2024,0,SEM_20_3,0,0
E,29047669,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
59,28975146,"Venon, Le Chapon",1234567-MFES28_ST5_28_ET2024,0,SEM_59_1,0,0
83,29111614,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
12,28486902,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
5,28469906,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,1,,0,0
B,29047381,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
1,28833123,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_5,0,0
A,28521514,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
E,29050271,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
83,29046832,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
A,28522628,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
B,28558218,"Grenoble, Grand'place",12345-MGELV30_ST0_30_ET2024,0,,0,0
2,29132783,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
1,28833261,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_1,0,0
12,28486984,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS29_ST5_29_ET2024,1,,0,0
1,28849653,"Meylan, Maupertuis",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C1_2,0,0
82,28637572,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
12,28484505,"Eybens, Maisons Neuves",1234567-MEHD29_ST6_29_ET2024,0,,0,0
5,28567058,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,1,,0,0
13,28804627,"Poisat, Cimetière Intercommunal",1234567-MEHD29_ST6_29_ET2024,0,,0,0
E,29042726,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
1,28833232,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
14,28493670,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_14_5,0,0
12,28492182,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
3,29148252,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
B,28558105,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
A,28523043,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
84,28665066,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
62,29007051,"Sarcenas, La Prairie",1234567-MFES28_ST5_28_ET2024,1,SEM_62_5,0,0
70,29007012,"Montchaboud, Montchaboud Le Village",1234567-MFES28_ST5_28_ET2024,0,SEM_70_1,0,0
25,28824349,"Le Gua, Les Saillants",12345-MAHLV29_ST0_29_ET2024,0,SEM_25_1,0,0
B,29047479,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
44,28869308,"Le Gua, Col de l'Arzelier",12345-MFELV29_ST0_29_ET2024,1,SEM_44_8,0,0
2,29132868,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
62,29007063,"Grenoble, Notre-Dame - Musée",1234567-MFED28_ST6_28_ET2024,0,SEM_62_6,0,0
B,28558070,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
2,29132862,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
47,29006704,"Varces-Allières-et-Risset, Risset",123456*-MFELV29_ST0_29_ET2024,1,SEM_47_2,0,0
A,28521923,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
13,28805266,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
3,29147138,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
16,28438993,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF28_ST6_28_ET2024,1,SEM_16_2,0,0
1,28833281,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
82,28637560,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
6,28179380,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
4,29147582,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
5,28469968,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
66,29007111,"Échirolles, La Rampe - Centre-Ville",12345-MFELV29_ST0_29_ET2024,0,,0,0
16,28441476,"Corenc, Montfleury",1234567-MSESAH28_ST5_28_ET2024,0,SEM_16_1,0,0
7,28444184,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
B,28558029,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
B,28558204,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
B,28565070,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
A,28522602,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
2,29132778,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
12,28491060,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
4,29148201,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
83,29111665,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
25,28824324,"Grenoble, Louise Michel",12345-MAHLV29_ST0_29_ET2024,1,SEM_25_2,0,0
A,28523080,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
7,28444134,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
B,28565019,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
12,28486938,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
A,28521520,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
12,28491066,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
7,28439460,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C7_1,0,0
2,29132462,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
B,29042364,"Grenoble, Oxford",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,SEM_B_2,0,0
21,29006211,"Seyssins, Le Prisme",1234567-MFED28_ST6_28_ET2024,1,SEM_21_2,0,0
6,28788198,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
22,28441686,"Saint-Égrève, Saint Egrève Gare",1234567-MSESAH28_ST5_28_ET2024,0,SEM_22_1,0,0
12,28486987,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
12,28491020,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
15,28980459,"Domène, Chenevières",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_12,0,0
A,28522690,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
82,28637650,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
1,28849600,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_4,0,0
1,28833271,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSELVE30_ST0_30_ET2024,0,SEM_C1_6,0,0
42,29006660,"La Tronche, Grand Sablon",1234567-MFED28_ST6_28_ET2024,0,SEM_42_2,0,0
82,29042045,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
B,28558107,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
15,28980719,"Domène, Chenevières",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_8,0,0
15,28980558,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_4,0,0
A,28522567,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
82,28637687,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
15,28980665,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,1,SEM_15_11,0,0
82,29042075,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
3,29147122,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
A,28523128,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
14,28492704,"Gières, Gières Gare - Universités",1234567-MAHD28_ST6_28_ET2024,1,SEM_14_2,0,0
23,29053479,"Saint-Martin-d'Hères, Condillac - Universités",12345-MFELV29_ST0_29_ET2024,1,,0,0
2,29132766,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
82,28641936,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
82,28637777,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
B,29047424,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
19,28438913,"Seyssins, Garlettes",1234567-MSHDF28_ST6_28_ET2024,0,SEM_19_1,0,0
6,28179499,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
7,28443808,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
20,28439608,"Veurey-Voroize, La Rive",1234567-MSHDF28_ST6_28_ET2024,1,SEM_20_2,0,0
13,28805270,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
15,28980488,"Domène, Les Arnauds",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_13,0,0
1,28849344,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
5,28607171,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,1,,0,0
83,29111691,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
B,28564867,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
2,29132819,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
21,29006423,"Claix, Pont Rouge",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,SEM_21_1,0,0
E,29051667,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
E,29042813,"Grenoble, Grand'place",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
E,29051735,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
B,28564954,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
4,29148166,"Eybens, Le Verderet",1234567-MEHS29_ST5_29_ET2024,0,SEM_C4_1,0,0
68,29007371,"Eybens, Le Verderet",123456*-MFELV29_ST0_29_ET2024,1,SEM_68_2,0,0
A,28523132,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
A,28521839,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
83,29041448,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
59,28975131,"Gières, Gières Gare - Universités",1234567-MFES28_ST5_28_ET2024,1,SEM_59_2,0,0
A,28521467,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
84,28665042,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
85,28449097,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,,0,0
A,28521789,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
13,28804924,"Meylan, Lycée du Grésivaudan",1234567-MEHS29_ST5_29_ET2024,1,SEM_13_2,0,0
15,28980422,"Grenoble, Verdun - Préfecture",1234567-MAHD28_ST6_28_ET2024,1,,0,0
E,29051759,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
B,29047395,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
A,28521851,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
A,28521530,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
A,28521525,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
25,28824470,"Grenoble, Louise Michel",1234567-MAHS28_ST5_28_ET2024,1,SEM_25_2,0,0
6,28179470,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
82,29042083,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
A,28521484,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
4,29147063,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
A,28523087,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
7,28443869,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
A,28521438,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
E,29050188,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
4,29147162,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
21,29007668,"Claix, Pont Rouge",123456*-MFELV29_ST0_29_ET2024,0,SEM_21_1,0,0
42,29006625,"La Tronche, Grand Sablon",12345-MFELV29_ST0_29_ET2024,0,SEM_42_2,0,0
A,28521451,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
B,28564855,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
61,29007361,"Quaix-en-Chartreuse, Quaix-en-Chartreuse Village",123456*-MFELV29_ST0_29_ET2024,1,SEM_61_2,0,0
82,28637732,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
5,28469987,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
E,29051634,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
84,28665115,"Saint-Martin-d'Hères, Etienne Grappe",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
A,28521439,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
B,28564888,"Grenoble, Gares",12345-MGELV34_ST0_34_ET2024,1,,0,0
B,29042444,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
5,28607187,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,1,,0,0
20,28441401,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSESAH28_ST5_28_ET2024,0,SEM_20_3,0,0
82,29047169,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,1,,0,0
4,29147551,"Eybens, Le Verderet",1234567-MEHD29_ST6_29_ET2024,0,SEM_C4_1,0,0
13,28804601,"Poisat, Cimetière Intercommunal",1234567-MEHD29_ST6_29_ET2024,0,,0,0
B,29042294,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
B,28564841,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,,0,0
82,28642035,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
2,29132423,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
B,29047486,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
16,28463858,"Le Pont-de-Claix, Gendarmerie",12345-MSELVE30_ST0_30_ET2024,1,SEM_16_2,0,0
B,28564864,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
82,28637686,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
A,28522610,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
B,29042416,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
44,28869350,"Le Gua, Col de l'Arzelier",1234567-MFES28_ST5_28_ET2024,1,SEM_44_8,0,0
84,29041231,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
25,28824372,"Grenoble, Louise Michel",12345-MAHLV29_ST0_29_ET2024,1,SEM_25_2,0,0
19,28467412,"Sassenage, L'Ovalie",12345-MSELVE30_ST0_30_ET2024,1,SEM_19_2,0,0
3,29147106,"Échirolles, Centre du graphisme",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C3_2,0,0
E,29047723,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
83,29111518,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
85,28449095,"Fontanil-Cornillon, Fontanil - Palluel",12345-MGELV30_ST0_30_ET2024,1,,0,0
E,29050313,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
1,28849327,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
22,28441656,"Saint-Égrève, Saint Egrève Gare",1234567-MSESAH28_ST5_28_ET2024,0,SEM_22_1,0,0
A,28522689,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
13,28805264,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
82,28637571,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
7,28444281,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
1,28849300,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_1,0,0
62,29058675,"Sarcenas, Pont du Croz",1234567-MFES33_ST5_33_ET2024,1,SEM_62_3,0,0
E,29051599,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
19,28467425,"Sassenage, L'Ovalie",12345-MSELVE30_ST0_30_ET2024,1,SEM_19_2,0,0
1,28849376,"Meylan, Maupertuis",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C1_2,0,0
19,28467394,"Seyssins, Garlettes",12345-MSELVE30_ST0_30_ET2024,0,SEM_19_1,0,0
6,28567210,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
E,29050292,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
B,29047449,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
7,28444268,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
13,28804939,"Poisat, Cimetière Intercommunal",1234567-MEHS29_ST5_29_ET2024,0,,0,0
2,29132863,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
62,29007050,"Grenoble, Notre-Dame - Musée",1234567-MFES28_ST5_28_ET2024,0,SEM_62_6,0,0
4,29147535,"Eybens, Le Verderet",1234567-MEHD29_ST6_29_ET2024,0,SEM_C4_1,0,0
2,29133080,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
25,28824467,"Grenoble, Louise Michel",1234567-MAHS28_ST5_28_ET2024,1,SEM_25_2,0,0
A,28523134,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
B,28564843,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
40,29007382,"Grenoble, Le Rabot",1234567-MFES28_ST5_28_ET2024,0,SEM_40_1,0,0
84,29047031,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGED27_ST6_27_ET2024,1,,0,0
A,28523024,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
B,28558150,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
4,29147183,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
2,29132727,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
12,28486976,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
4,29147532,"Eybens, Le Verderet",1234567-MEHD29_ST6_29_ET2024,0,SEM_C4_1,0,0
B,28558155,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
